Account,Day,Details,Amount,Balance
Marketing campaigns for Katalytica,192,Marketing,-500.0,1039578.0
Marketing campaigns for Karvin Kueen,192,Marketing,-500.0,1039078.0
Marketing campaigns for Elite Couture,192,Marketing,-1350.0,1037728.0
Marketing campaigns for Elite Jewels,192,Marketing,-9350.0,1028378.0
Evie Jones (Katalytica Daily Wage),192,Wage,-448.0,1027930.0
Tommy Brooks (Katalytica Daily Wage),192,Wage,-44.0,1027886.0
Maria Willis (Karvin Kueen Daily Wage),192,Wage,-200.0,1026924.0
Lindsey Richardson (Elite Jewels Daily Wage),192,Wage,-200.0,1026724.0
Olivia Cox (Katalytica Daily Wage),192,Wage,-432.0,1026292.0
Tristan Barker (Katalytica Daily Wage),192,Wage,-536.0,1025756.0
Maya Turner (Karvin Kueen Daily Wage),192,Wage,-32.0,1025724.0
Oscar Evans (Katar Spirits Daily Wage),192,Wage,-46.0,1025454.0
Annabelle Stewart (Katar Spirits Daily Wage),192,Wage,-264.0,1025190.0
Dominic Fisher (Elite Jewels Daily Wage),192,Wage,-184.0,1024962.0
Frederick Kelly (Elite Couture Daily Wage),192,Wage,-54.0,1024908.0
Lilly Harris (Elite Couture Daily Wage),192,Wage,-216.0,1024692.0
Lara Wright (Elite Couture Daily Wage),192,Wage,-232.0,1024460.0
Scarlett Davis (Elite Couture Daily Wage),192,Wage,-66.0,1024394.0
Christen Butler (Elite Jewels Daily Wage),192,Wage,-480.0,1023914.0
Katie Ward (Elite Jewels Daily Wage),192,Wage,-256.0,1023658.0
Bradley Turner (Karvin Kueen Daily Wage),192,Wage,-240.0,1023418.0
Katar Spirits Revenue,192,Revenue,4074.0,1027356.0
Katalytica Revenue,192,Revenue,7000.0,1034228.0
Karvin Kueen Revenue,192,Revenue,3230.0,1037416.0
Elite Couture Revenue,192,Revenue,25750.0,1063031.0
Elite Jewels Revenue,192,Revenue,112500.0,1174372.0
Marketing campaigns for Katar Spirits,193,Marketing,-500.0,1163852.0
Marketing campaigns for Katalytica,193,Marketing,-500.0,1163352.0
Marketing campaigns for Karvin Kueen,193,Marketing,-500.0,1162852.0
Marketing campaigns for Elite Couture,193,Marketing,-1350.0,1161502.0
Marketing campaigns for Elite Jewels,193,Marketing,-9350.0,1152152.0
Evie Jones (Katalytica Daily Wage),193,Wage,-448.0,1151704.0
Tommy Brooks (Katalytica Daily Wage),193,Wage,-44.0,1151660.0
Maria Willis (Karvin Kueen Daily Wage),193,Wage,-200.0,1150699.0
Lindsey Richardson (Elite Jewels Daily Wage),193,Wage,-200.0,1150499.0
Olivia Cox (Katalytica Daily Wage),193,Wage,-432.0,1150067.0
Tristan Barker (Katalytica Daily Wage),193,Wage,-536.0,1149531.0
Maya Turner (Karvin Kueen Daily Wage),193,Wage,-32.0,1149499.0
Oscar Evans (Katar Spirits Daily Wage),193,Wage,-46.0,1149229.0
Annabelle Stewart (Katar Spirits Daily Wage),193,Wage,-198.0,1149031.0
Abbie Lopez (Katar Spirits Daily Wage),193,Wage,-168.0,1148863.0
Curtis Norris (Elite Jewels Daily Wage),193,Wage,-368.0,1148495.0
Dominic Fisher (Elite Jewels Daily Wage),193,Wage,-184.0,1148267.0
Frederick Kelly (Elite Couture Daily Wage),193,Wage,-27.0,1148240.0
Lilly Harris (Elite Couture Daily Wage),193,Wage,-288.0,1147952.0
Scarlett Davis (Elite Couture Daily Wage),193,Wage,-264.0,1147688.0
Katie Ward (Elite Jewels Daily Wage),193,Wage,-256.0,1147432.0
Bradley Turner (Karvin Kueen Daily Wage),193,Wage,-240.0,1147192.0
Eliza Owens (Katar Spirits Daily Wage),193,Wage,-144.0,1147048.0
Katar Spirits Revenue,193,Revenue,10230.0,1157141.0
Katalytica Revenue,193,Revenue,3000.0,1160013.0
Karvin Kueen Revenue,193,Revenue,4080.0,1164051.0
Elite Couture Revenue,193,Revenue,29000.0,1192916.0
Elite Jewels Revenue,193,Revenue,130000.0,1321757.0
Marketing campaigns for Katar Spirits,194,Marketing,-500.0,1321257.0
Marketing campaigns for Katalytica,194,Marketing,-500.0,1320757.0
Marketing campaigns for Karvin Kueen,194,Marketing,-500.0,1320257.0
Marketing campaigns for Elite Couture,194,Marketing,-1350.0,1318907.0
Marketing campaigns for Elite Jewels,194,Marketing,-9350.0,1309557.0
Lily Barton (Katalytica Daily Wage),201,Wage,-344.0,1829572.0
Zoe Gomez (Elite Jewels Daily Wage),201,Wage,-256.0,1829316.0
Tommy Brooks (Katalytica Daily Wage),201,Wage,-44.0,1829272.0
Katherine Moss (Elite Jewels Daily Wage),201,Wage,-100.0,1828764.0
Maria Willis (Karvin Kueen Daily Wage),201,Wage,-125.0,1828286.0
Tristan Barker (Katalytica Daily Wage),201,Wage,-402.0,1827884.0
Oscar Evans (Katar Spirits Daily Wage),201,Wage,-46.0,1827614.0
Replacement for Abbie Lopez (Katar Spirits Wage),201,ReplacementWage,-280.0,1827334.0
Traci Parker (Elite Jewels Daily Wage),201,Wage,-364.0,1826970.0
Dominic Fisher (Elite Jewels Daily Wage),201,Wage,-368.0,1826558.0
Frederick Kelly (Elite Couture Daily Wage),201,Wage,-27.0,1826531.0
Lilly Harris (Elite Couture Daily Wage),201,Wage,-288.0,1826243.0
Scarlett Davis (Elite Couture Daily Wage),201,Wage,-264.0,1825979.0
Bradley Turner (Karvin Kueen Daily Wage),201,Wage,-240.0,1825739.0
Justin Mitchell (Karvin Kueen Daily Wage),201,Wage,-130.0,1825609.0
Eliza Owens (Katar Spirits Daily Wage),201,Wage,-288.0,1825321.0
Katar Spirits Revenue,201,Revenue,10761.0,1835535.0
Katalytica Revenue,201,Revenue,3000.0,1838407.0
Karvin Kueen Revenue,201,Revenue,7310.0,1845675.0
Elite Couture Revenue,201,Revenue,33000.0,1878394.0
Elite Jewels Revenue,201,Revenue,152500.0,2029735.0
Marketing campaigns for Katar Spirits,202,Marketing,-500.0,2029235.0
Marketing campaigns for Katalytica,202,Marketing,-500.0,2028735.0
Marketing campaigns for Karvin Kueen,202,Marketing,-500.0,2028235.0
Marketing campaigns for Elite Couture,202,Marketing,-1350.0,2026885.0
Marketing campaigns for Elite Jewels,202,Marketing,-9350.0,2017535.0
Evie Jones (Katalytica Daily Wage),202,Wage,-448.0,1907518.0
Zoe Gomez (Elite Jewels Daily Wage),202,Wage,-192.0,1907326.0
Tommy Brooks (Katalytica Daily Wage),202,Wage,-44.0,1907282.0
Katherine Moss (Elite Jewels Daily Wage),202,Wage,-200.0,1907082.0
Maria Willis (Karvin Kueen Daily Wage),202,Wage,-100.0,1906828.0
Olivia Cox (Katalytica Daily Wage),202,Wage,-432.0,1906396.0
Oscar Evans (Katar Spirits Daily Wage),202,Wage,-46.0,1906350.0
Abbie Lopez (Katar Spirits Daily Wage),202,Wage,-224.0,1906126.0
Curtis Norris (Elite Jewels Daily Wage),202,Wage,-184.0,1905942.0
Traci Parker (Elite Jewels Daily Wage),202,Wage,-208.0,1905734.0
Frederick Kelly (Elite Couture Daily Wage),202,Wage,-216.0,1905518.0
Lilly Harris (Elite Couture Daily Wage),202,Wage,-72.0,1905446.0
Lara Wright (Elite Couture Daily Wage),202,Wage,-232.0,1905214.0
Christen Butler (Elite Jewels Daily Wage),202,Wage,-180.0,1905034.0
Bradley Turner (Karvin Kueen Daily Wage),202,Wage,-180.0,1904854.0
Justin Mitchell (Karvin Kueen Daily Wage),202,Wage,-208.0,1904646.0
Eliza Owens (Katar Spirits Daily Wage),202,Wage,-288.0,1904358.0
Katar Spirits Revenue,202,Revenue,13239.0,1917451.0
Katalytica Revenue,202,Revenue,6000.0,1923323.0
Karvin Kueen Revenue,202,Revenue,9350.0,1932313.0
Elite Couture Revenue,202,Revenue,44750.0,1976552.0
Elite Jewels Revenue,202,Revenue,170000.0,2145393.0
Marketing campaigns for Katar Spirits,203,Marketing,-500.0,2137548.0
Marketing campaigns for Katalytica,203,Marketing,-500.0,2137048.0
Marketing campaigns for Karvin Kueen,203,Marketing,-500.0,2136548.0
Marketing campaigns for Elite Couture,203,Marketing,-1350.0,2135198.0
Marketing campaigns for Elite Jewels,203,Marketing,-9350.0,2125848.0
Lily Barton (Katalytica Daily Wage),203,Wage,-258.0,2108934.0
Tommy Brooks (Katalytica Daily Wage),203,Wage,-44.0,2108890.0
Maria Willis (Karvin Kueen Daily Wage),203,Wage,-75.0,2108661.0
Olivia Cox (Katalytica Daily Wage),203,Wage,-432.0,2108229.0
Tristan Barker (Katalytica Daily Wage),203,Wage,-536.0,2107693.0
Maya Turner (Karvin Kueen Daily Wage),203,Wage,-288.0,2107405.0
Replacement for Oscar Evans (Katar Spirits Wage),203,ReplacementWage,-57.5,2107348.0
Abbie Lopez (Katar Spirits Daily Wage),203,Wage,-224.0,2107124.0
Curtis Norris (Elite Jewels Daily Wage),203,Wage,-138.0,2106986.0
Traci Parker (Elite Jewels Daily Wage),203,Wage,-208.0,2106778.0
Dominic Fisher (Elite Jewels Daily Wage),203,Wage,-368.0,2106410.0
Frederick Kelly (Elite Couture Daily Wage),203,Wage,-243.0,2106167.0
Lara Wright (Elite Couture Daily Wage),203,Wage,-232.0,2105935.0
Christen Butler (Elite Jewels Daily Wage),203,Wage,-300.0,2105635.0
Justin Mitchell (Karvin Kueen Daily Wage),203,Wage,-130.0,2105505.0
Eliza Owens (Katar Spirits Daily Wage),203,Wage,-216.0,2105289.0
Katar Spirits Revenue,203,Revenue,11496.0,2116472.0
Katalytica Revenue,203,Revenue,6000.0,2122343.0
Karvin Kueen Revenue,203,Revenue,8075.0,2130059.0
Elite Couture Revenue,203,Revenue,37500.0,2167047.0
Elite Jewels Revenue,203,Revenue,165000.0,2330889.0
Marketing campaigns for Katar Spirits,204,Marketing,-500.0,2330389.0
Marketing campaigns for Katalytica,204,Marketing,-500.0,2329889.0
Marketing campaigns for Karvin Kueen,204,Marketing,-500.0,2329389.0
Marketing campaigns for Elite Couture,204,Marketing,-1350.0,2328039.0
Marketing campaigns for Elite Jewels,204,Marketing,-9350.0,2318689.0
Evie Jones (Katalytica Daily Wage),204,Wage,-448.0,1996434.0
Lily Barton (Katalytica Daily Wage),204,Wage,-344.0,1996090.0
Zoe Gomez (Elite Jewels Daily Wage),204,Wage,-256.0,1995834.0
Tommy Brooks (Katalytica Daily Wage),204,Wage,-44.0,1995790.0
Katherine Moss (Elite Jewels Daily Wage),204,Wage,-250.0,1995132.0
Maria Willis (Karvin Kueen Daily Wage),204,Wage,-200.0,1994578.0
Lindsey Richardson (Elite Jewels Daily Wage),204,Wage,-150.0,1994428.0
Olivia Cox (Katalytica Daily Wage),204,Wage,-432.0,1993996.0
Maya Turner (Karvin Kueen Daily Wage),204,Wage,-32.0,1993964.0
Oscar Evans (Katar Spirits Daily Wage),204,Wage,-46.0,1993694.0
Annabelle Stewart (Katar Spirits Daily Wage),204,Wage,-264.0,1993430.0
Lara Wright (Elite Couture Daily Wage),204,Wage,-232.0,1993154.0
Scarlett Davis (Elite Couture Daily Wage),204,Wage,-297.0,1992857.0
Christen Butler (Elite Jewels Daily Wage),204,Wage,-240.0,1992617.0
Katie Ward (Elite Jewels Daily Wage),204,Wage,-192.0,1992425.0
Justin Mitchell (Karvin Kueen Daily Wage),204,Wage,-208.0,1992217.0
Eliza Owens (Katar Spirits Daily Wage),204,Wage,-288.0,1991929.0
Mollie Martinez (Kalico Midtown Daily Wage),204,Wage,-125.0,1991244.0
Leon Powell (Kalico Midtown Daily Wage),204,Wage,-160.0,1991084.0
Katar Spirits Revenue,204,Revenue,10647.0,2001608.0
Katalytica Revenue,204,Revenue,7000.0,2008479.0
Karvin Kueen Revenue,204,Revenue,6715.0,2014835.0
Elite Couture Revenue,204,Revenue,32750.0,2047073.0
Elite Jewels Revenue,204,Revenue,130000.0,2175915.0
Marketing campaigns for Katar Spirits,205,Marketing,-500.0,2161965.0
Marketing campaigns for Katalytica,205,Marketing,-500.0,2161465.0
Marketing campaigns for Karvin Kueen,205,Marketing,-500.0,2160965.0
Marketing campaigns for Elite Couture,205,Marketing,-1350.0,2159615.0
Marketing campaigns for Elite Jewels,205,Marketing,-9350.0,2150265.0
Evie Jones (Katalytica Daily Wage),205,Wage,-448.0,2074234.0
Lily Barton (Katalytica Daily Wage),205,Wage,-344.0,2073890.0
Zoe Gomez (Elite Jewels Daily Wage),205,Wage,-256.0,2073634.0
Tommy Brooks (Katalytica Daily Wage),205,Wage,-44.0,2073590.0
Katherine Moss (Elite Jewels Daily Wage),205,Wage,-200.0,2072982.0
Maria Willis (Karvin Kueen Daily Wage),205,Wage,-200.0,2072428.0
Lindsey Richardson (Elite Jewels Daily Wage),205,Wage,-200.0,2072228.0
Olivia Cox (Katalytica Daily Wage),205,Wage,-432.0,2071796.0
Maya Turner (Karvin Kueen Daily Wage),205,Wage,-32.0,2071764.0
Oscar Evans (Katar Spirits Daily Wage),205,Wage,-46.0,2071494.0
Annabelle Stewart (Katar Spirits Daily Wage),205,Wage,-264.0,2071230.0
Frederick Kelly (Elite Couture Daily Wage),205,Wage,-54.0,2071132.0
Lilly Harris (Elite Couture Daily Wage),205,Wage,-216.0,2070916.0
Lara Wright (Elite Couture Daily Wage),205,Wage,-232.0,2070684.0
Scarlett Davis (Elite Couture Daily Wage),205,Wage,-132.0,2070552.0
Christen Butler (Elite Jewels Daily Wage),205,Wage,-240.0,2070312.0
Katie Ward (Elite Jewels Daily Wage),205,Wage,-256.0,2070056.0
Justin Mitchell (Karvin Kueen Daily Wage),205,Wage,-208.0,2069848.0
Eliza Owens (Katar Spirits Daily Wage),205,Wage,-288.0,2069560.0
Mollie Martinez (Kalico Midtown Daily Wage),205,Wage,-200.0,2068801.0
Eve Sullivan (Kalico Midtown Daily Wage),205,Wage,-240.0,2068369.0
Wilhelmina Cooper (Kalico Midtown Daily Wage),205,Wage,-330.0,2068039.0
Leon Powell (Kalico Midtown Daily Wage),205,Wage,-256.0,2067783.0
Katar Spirits Revenue,205,Revenue,9759.0,2077418.0
Katalytica Revenue,205,Revenue,3000.0,2080290.0
Kalico Midtown Revenue,205,Revenue,10423.0,2090395.0
Karvin Kueen Revenue,205,Revenue,5610.0,2095963.0
Elite Couture Revenue,205,Revenue,31500.0,2126952.0
Elite Jewels Revenue,205,Revenue,137500.0,2263293.0
Marketing campaigns for Katar Spirits,206,Marketing,-500.0,2262793.0
Marketing campaigns for Katalytica,206,Marketing,-500.0,2262293.0
Marketing campaigns for Karvin Kueen,206,Marketing,-500.0,2261793.0
Marketing campaigns for Elite Couture,206,Marketing,-1350.0,2260443.0
Marketing campaigns for Elite Jewels,206,Marketing,-9350.0,2251093.0
Evie Jones (Katalytica Daily Wage),206,Wage,-448.0,2250645.0
Tommy Brooks (Katalytica Daily Wage),206,Wage,-44.0,2250601.0
Maria Willis (Karvin Kueen Daily Wage),206,Wage,-200.0,2249639.0
Lindsey Richardson (Elite Jewels Daily Wage),206,Wage,-200.0,2249439.0
Olivia Cox (Katalytica Daily Wage),206,Wage,-432.0,2249007.0
Tristan Barker (Katalytica Daily Wage),206,Wage,-536.0,2248471.0
Maya Turner (Karvin Kueen Daily Wage),206,Wage,-32.0,2248439.0
Oscar Evans (Katar Spirits Daily Wage),206,Wage,-46.0,2248169.0
Annabelle Stewart (Katar Spirits Daily Wage),206,Wage,-264.0,2247905.0
Dominic Fisher (Elite Jewels Daily Wage),206,Wage,-184.0,2247677.0
Frederick Kelly (Elite Couture Daily Wage),206,Wage,-54.0,2247623.0
Lilly Harris (Elite Couture Daily Wage),206,Wage,-216.0,2247407.0
Lara Wright (Elite Couture Daily Wage),206,Wage,-232.0,2247175.0
Scarlett Davis (Elite Couture Daily Wage),206,Wage,-66.0,2247109.0
Christen Butler (Elite Jewels Daily Wage),206,Wage,-480.0,2246629.0
Katie Ward (Elite Jewels Daily Wage),206,Wage,-256.0,2246373.0
Bradley Turner (Karvin Kueen Daily Wage),206,Wage,-240.0,2246133.0
Eliza Owens (Katar Spirits Daily Wage),206,Wage,-288.0,2245845.0
Emilia White (Kalico Midtown Daily Wage),206,Wage,-224.0,2245062.0
Danielle Mitchell (Kalico Midtown Daily Wage),206,Wage,-250.0,2244812.0
Eve Sullivan (Kalico Midtown Daily Wage),206,Wage,-240.0,2244380.0
Joel Rogers (Kalico Midtown Daily Wage),206,Wage,-240.0,2244140.0
Katar Spirits Revenue,206,Revenue,8238.0,2252254.0
Katalytica Revenue,206,Revenue,3000.0,2255126.0
Kalico Midtown Revenue,206,Revenue,11188.0,2265996.0
Karvin Kueen Revenue,206,Revenue,5610.0,2271564.0
Elite Couture Revenue,206,Revenue,27250.0,2298302.0
Elite Jewels Revenue,206,Revenue,112500.0,2409644.0
Marketing campaigns for Katar Spirits,207,Marketing,-500.0,2409144.0
Marketing campaigns for Katalytica,207,Marketing,-500.0,2408644.0
Marketing campaigns for Karvin Kueen,207,Marketing,-500.0,2408144.0
Marketing campaigns for Elite Couture,207,Marketing,-1350.0,2406794.0
Marketing campaigns for Elite Jewels,207,Marketing,-9350.0,2397444.0
Marketing campaigns for Kalico Midtown,207,Marketing,-250.0,397103.1
Marketing campaigns for Kalico Midtown,207,Marketing,-2500.0,394603.1
Evie Jones (Katalytica Daily Wage),207,Wage,-448.0,394152.1
Tommy Brooks (Katalytica Daily Wage),207,Wage,-44.0,394108.1
Maria Willis (Karvin Kueen Daily Wage),207,Wage,-200.0,393146.2
Lindsey Richardson (Elite Jewels Daily Wage),207,Wage,-200.0,392946.2
Olivia Cox (Katalytica Daily Wage),207,Wage,-432.0,392514.2
Tristan Barker (Katalytica Daily Wage),207,Wage,-536.0,391978.2
Maya Turner (Karvin Kueen Daily Wage),207,Wage,-32.0,391946.2
Oscar Evans (Katar Spirits Daily Wage),207,Wage,-46.0,391676.2
Annabelle Stewart (Katar Spirits Daily Wage),207,Wage,-198.0,391478.2
Abbie Lopez (Katar Spirits Daily Wage),207,Wage,-168.0,391310.2
Curtis Norris (Elite Jewels Daily Wage),207,Wage,-368.0,390942.2
Dominic Fisher (Elite Jewels Daily Wage),207,Wage,-184.0,390714.2
Frederick Kelly (Elite Couture Daily Wage),207,Wage,-27.0,390687.2
Lilly Harris (Elite Couture Daily Wage),207,Wage,-288.0,390399.2
Scarlett Davis (Elite Couture Daily Wage),207,Wage,-264.0,390135.2
Katie Ward (Elite Jewels Daily Wage),207,Wage,-256.0,389879.2
Bradley Turner (Karvin Kueen Daily Wage),207,Wage,-240.0,389639.2
Eliza Owens (Katar Spirits Daily Wage),207,Wage,-144.0,389495.2
Emilia White (Kalico Midtown Daily Wage),207,Wage,-224.0,388711.6
Danielle Mitchell (Kalico Midtown Daily Wage),207,Wage,-200.0,388511.6
Eve Sullivan (Kalico Midtown Daily Wage),207,Wage,-300.0,388019.6
Joel Rogers (Kalico Midtown Daily Wage),207,Wage,-240.0,387779.6
Katar Spirits Revenue,207,Revenue,9933.0,397588.8
Katalytica Revenue,207,Revenue,3000.0,400460.7
Kalico Midtown Revenue,207,Revenue,15265.0,415408.4
Karvin Kueen Revenue,207,Revenue,6290.0,421656.2
Elite Couture Revenue,207,Revenue,33000.0,454144.7
Elite Jewels Revenue,207,Revenue,137500.0,590486.2
Marketing campaigns for Katar Spirits,208,Marketing,-500.0,581827.4
Marketing campaigns for Katalytica,208,Marketing,-500.0,581327.4
Marketing campaigns for Kalico Midtown,208,Marketing,-2750.0,578577.4
Marketing campaigns for Karvin Kueen,208,Marketing,-500.0,578077.4
Marketing campaigns for Elite Couture,208,Marketing,-1350.0,576727.4
Marketing campaigns for Elite Jewels,208,Marketing,-9350.0,567377.4
Evie Jones (Katalytica Daily Wage),208,Wage,-448.0,566929.4
Lily Barton (Katalytica Daily Wage),208,Wage,-344.0,566585.4
Zoe Gomez (Elite Jewels Daily Wage),208,Wage,-256.0,566329.4
Tommy Brooks (Katalytica Daily Wage),208,Wage,-44.0,566285.4
Katherine Moss (Elite Jewels Daily Wage),208,Wage,-100.0,565777.4
Maria Willis (Karvin Kueen Daily Wage),208,Wage,-125.0,565298.6
Tristan Barker (Katalytica Daily Wage),208,Wage,-402.0,564896.6
Oscar Evans (Katar Spirits Daily Wage),208,Wage,-46.0,564626.6
Abbie Lopez (Katar Spirits Daily Wage),208,Wage,-224.0,564402.6
Traci Parker (Elite Jewels Daily Wage),208,Wage,-364.0,564038.6
Dominic Fisher (Elite Jewels Daily Wage),208,Wage,-368.0,563626.6
Frederick Kelly (Elite Couture Daily Wage),208,Wage,-27.0,563599.6
Lilly Harris (Elite Couture Daily Wage),208,Wage,-288.0,563311.6
Scarlett Davis (Elite Couture Daily Wage),208,Wage,-264.0,563047.6
Bradley Turner (Karvin Kueen Daily Wage),208,Wage,-240.0,562807.6
Justin Mitchell (Karvin Kueen Daily Wage),208,Wage,-130.0,562677.6
Eliza Owens (Katar Spirits Daily Wage),208,Wage,-288.0,562389.6
Mollie Martinez (Kalico Midtown Daily Wage),208,Wage,-200.0,561629.9
Joel Rogers (Kalico Midtown Daily Wage),208,Wage,-240.0,561197.9
Wilhelmina Cooper (Kalico Midtown Daily Wage),208,Wage,-264.0,560933.9
Leon Powell (Kalico Midtown Daily Wage),208,Wage,-320.0,560613.9
Katar Spirits Revenue,208,Revenue,10896.0,571386.2
Katalytica Revenue,208,Revenue,3000.0,574258.1
Kalico Midtown Revenue,208,Revenue,23629.0,597569.8
Karvin Kueen Revenue,208,Revenue,7310.0,604837.6
Elite Couture Revenue,208,Revenue,35500.0,639826.0
Elite Jewels Revenue,208,Revenue,152500.0,791167.5
Marketing campaigns for Katar Spirits,209,Marketing,-500.0,782107.5
Marketing campaigns for Katalytica,209,Marketing,-500.0,781607.5
Marketing campaigns for Kalico Midtown,209,Marketing,-2750.0,778857.5
Marketing campaigns for Karvin Kueen,209,Marketing,-500.0,778357.5
Marketing campaigns for Elite Couture,209,Marketing,-1350.0,777007.5
Marketing campaigns for Elite Jewels,209,Marketing,-9350.0,767657.5
Evie Jones (Katalytica Daily Wage),209,Wage,-448.0,656959.5
Zoe Gomez (Elite Jewels Daily Wage),209,Wage,-192.0,656767.5
Tommy Brooks (Katalytica Daily Wage),209,Wage,-44.0,656723.5
Katherine Moss (Elite Jewels Daily Wage),209,Wage,-200.0,656523.5
Maria Willis (Karvin Kueen Daily Wage),209,Wage,-100.0,656269.6
Olivia Cox (Katalytica Daily Wage),209,Wage,-432.0,655837.6
Oscar Evans (Katar Spirits Daily Wage),209,Wage,-46.0,655791.6
Abbie Lopez (Katar Spirits Daily Wage),209,Wage,-224.0,655567.6
Curtis Norris (Elite Jewels Daily Wage),209,Wage,-184.0,655383.6
Traci Parker (Elite Jewels Daily Wage),209,Wage,-208.0,655175.6
Frederick Kelly (Elite Couture Daily Wage),209,Wage,-216.0,654959.6
Lilly Harris (Elite Couture Daily Wage),209,Wage,-72.0,654887.6
Lara Wright (Elite Couture Daily Wage),209,Wage,-232.0,654655.6
Replacement for Christen Butler (Elite Jewels Wage),209,ReplacementWage,-225.0,654430.6
Bradley Turner (Karvin Kueen Daily Wage),209,Wage,-180.0,654250.6
Justin Mitchell (Karvin Kueen Daily Wage),209,Wage,-208.0,654042.6
Eliza Owens (Katar Spirits Daily Wage),209,Wage,-288.0,653754.6
Emilia White (Kalico Midtown Daily Wage),209,Wage,-224.0,653371.0
Danielle Mitchell (Kalico Midtown Daily Wage),209,Wage,-200.0,653171.0
Eve Sullivan (Kalico Midtown Daily Wage),209,Wage,-240.0,652931.0
Joel Rogers (Kalico Midtown Daily Wage),209,Wage,-240.0,652691.0
Leon Powell (Kalico Midtown Daily Wage),209,Wage,-64.0,652627.0
Katar Spirits Revenue,209,Revenue,7752.0,660250.3
Katalytica Revenue,209,Revenue,6000.0,666122.1
Kalico Midtown Revenue,209,Revenue,15425.0,681229.8
Karvin Kueen Revenue,209,Revenue,8500.0,689687.6
Elite Couture Revenue,209,Revenue,45000.0,734176.1
Elite Jewels Revenue,209,Revenue,170000.0,903017.6
Marketing campaigns for Katar Spirits,210,Marketing,-500.0,902517.6
Marketing campaigns for Katalytica,210,Marketing,-500.0,902017.6
Marketing campaigns for Kalico Midtown,210,Marketing,-2750.0,899267.6
Marketing campaigns for Karvin Kueen,210,Marketing,-500.0,898767.6
Marketing campaigns for Elite Couture,210,Marketing,-1350.0,897417.6
Marketing campaigns for Elite Jewels,210,Marketing,-9350.0,888067.6
Lily Barton (Katalytica Daily Wage),210,Wage,-258.0,887809.6
Tommy Brooks (Katalytica Daily Wage),210,Wage,-44.0,887765.6
Maria Willis (Karvin Kueen Daily Wage),210,Wage,-75.0,887536.7
Olivia Cox (Katalytica Daily Wage),210,Wage,-432.0,887104.7
Tristan Barker (Katalytica Daily Wage),210,Wage,-536.0,886568.7
Maya Turner (Karvin Kueen Daily Wage),210,Wage,-288.0,886280.7
Oscar Evans (Katar Spirits Daily Wage),210,Wage,-46.0,886234.7
Abbie Lopez (Katar Spirits Daily Wage),210,Wage,-224.0,886010.7
Curtis Norris (Elite Jewels Daily Wage),210,Wage,-138.0,885872.7
Traci Parker (Elite Jewels Daily Wage),210,Wage,-208.0,885664.7
Dominic Fisher (Elite Jewels Daily Wage),210,Wage,-368.0,885296.7
Frederick Kelly (Elite Couture Daily Wage),210,Wage,-243.0,885053.7
Lara Wright (Elite Couture Daily Wage),210,Wage,-232.0,884821.7
Christen Butler (Elite Jewels Daily Wage),210,Wage,-300.0,884521.7
Justin Mitchell (Karvin Kueen Daily Wage),210,Wage,-130.0,884391.7
Eliza Owens (Katar Spirits Daily Wage),210,Wage,-216.0,884175.7
Mollie Martinez (Kalico Midtown Daily Wage),210,Wage,-150.0,883866.1
Emilia White (Kalico Midtown Daily Wage),210,Wage,-168.0,883698.1
Eve Sullivan (Kalico Midtown Daily Wage),210,Wage,-240.0,883458.1
Joel Rogers (Kalico Midtown Daily Wage),210,Wage,-240.0,883218.1
Leon Powell (Kalico Midtown Daily Wage),210,Wage,-64.0,883154.1
Katalytica Revenue,210,Revenue,6000.0,888902.2
Kalico Midtown Revenue,210,Revenue,21275.0,909859.9
Karvin Kueen Revenue,210,Revenue,7735.0,917552.7
Elite Couture Revenue,210,Revenue,37000.0,954041.1
Elite Jewels Revenue,210,Revenue,165000.0,1117883.0
Marketing campaigns for Katar Spirits,211,Marketing,-500.0,1117383.0
Marketing campaigns for Katalytica,211,Marketing,-500.0,1116883.0
Marketing campaigns for Kalico Midtown,211,Marketing,-2750.0,1114133.0
Marketing campaigns for Karvin Kueen,211,Marketing,-500.0,1113633.0
Marketing campaigns for Elite Couture,211,Marketing,-1350.0,1112283.0
Marketing campaigns for Elite Jewels,211,Marketing,-9350.0,1102933.0
Evie Jones (Katalytica Daily Wage),211,Wage,-448.0,977715.9
Lily Barton (Katalytica Daily Wage),211,Wage,-344.0,977371.9
Zoe Gomez (Elite Jewels Daily Wage),211,Wage,-256.0,977115.9
Tommy Brooks (Katalytica Daily Wage),211,Wage,-44.0,977071.9
Katherine Moss (Elite Jewels Daily Wage),211,Wage,-250.0,976413.9
Maria Willis (Karvin Kueen Daily Wage),211,Wage,-200.0,975860.1
Lindsey Richardson (Elite Jewels Daily Wage),211,Wage,-150.0,975710.1
Olivia Cox (Katalytica Daily Wage),211,Wage,-432.0,975278.1
Maya Turner (Karvin Kueen Daily Wage),211,Wage,-32.0,975246.1
Oscar Evans (Katar Spirits Daily Wage),211,Wage,-46.0,974976.1
Annabelle Stewart (Katar Spirits Daily Wage),211,Wage,-264.0,974712.1
Lara Wright (Elite Couture Daily Wage),211,Wage,-232.0,974436.1
Scarlett Davis (Elite Couture Daily Wage),211,Wage,-297.0,974139.1
Christen Butler (Elite Jewels Daily Wage),211,Wage,-240.0,973899.1
Katie Ward (Elite Jewels Daily Wage),211,Wage,-192.0,973707.1
Justin Mitchell (Karvin Kueen Daily Wage),211,Wage,-208.0,973499.1
