Account,Day,Details,Amount,Balance,Transaction ID,Net Daily Revenue
Tommy Brooks (Katalytica Daily Wage),180,Wage,-44.0,308656.2,WK7WS,
48 1st Street Rent,180,Rent,-12.32229,248745.2,,
42 3rd Street Rent,180,Rent,-38.02306,248707.2,,
30 4th Avenue Rent,180,Rent,-85.7595,248621.4,,
59 3rd Street Rent,180,Rent,-75.99196,253402.4,,
1 5th Street Rent,180,Rent,-52.13275,253350.3,,
7 3rd Avenue Rent,180,Rent,-42.2027,258708.1,,
5 8th Street Rent,180,Rent,-135.4097,260442.7,,
30 2nd Avenue Rent,180,Rent,-1158.506,279098.2,,
Christian Hall (KaraKata Holdings Daily Wage),180,Wage,-184.0,308472.2,,
Marketing campaigns for Katalytica,180,Marketing,-500.0,318098.2,WK7WS,
Marketing campaigns for Karvin Kueen,180,Marketing,-500.0,317598.2,K3NN0,
Marketing campaigns for Elite Couture,180,Marketing,-1350.0,316248.2,YVK4E,
Marketing campaigns for Elite Jewels,180,Marketing,-6500.0,309748.2,CGCEK,
Evie Jones (Katalytica Daily Wage),180,Wage,-448.0,309300.2,WK7WS,
Lily Barton (Katalytica Daily Wage),180,Wage,-344.0,308956.2,WK7WS,
Marketing campaigns for Katar Spirits,180,Marketing,-500.0,318598.2,TJ27F,
Zoe Gomez (Elite Jewels Daily Wage),180,Wage,-256.0,308700.2,CGCEK,
Tommy Brooks (Katalytica Daily Wage),181,Wage,-44.0,387311.7,WK7WS,
Katherine Moss (Elite Jewels Daily Wage),181,Wage,-200.0,387111.7,CGCEK,
Lara Norris (Warehouse #1 Daily Wage),181,Wage,-153.9,386957.8,,
Maria Willis (Karvin Kueen Daily Wage),181,Wage,-100.0,386857.8,K3NN0,
Olivia Cox (Katalytica Daily Wage),181,Wage,-432.0,386425.8,WK7WS,
Maya Turner (Karvin Kueen Daily Wage),181,Wage,-160.0,386265.8,K3NN0,
Oscar Evans (Katar Spirits Daily Wage),181,Wage,-46.0,386219.8,TJ27F,
Abbie Lopez (Katar Spirits Daily Wage),181,Wage,-224.0,385995.8,TJ27F,
Frederick Kelly (Elite Couture Daily Wage),181,Wage,-270.0,385333.8,YVK4E,
Dominic Fisher (Elite Jewels Daily Wage),181,Wage,-184.0,385603.8,CGCEK,
Lara Wright (Elite Couture Daily Wage),181,Wage,-232.0,385101.8,YVK4E,
Katar Spirits Revenue,181,Revenue,6408.0,391373.7,TJ27F,
Evie Jones (Katalytica Daily Wage),181,Wage,-448.0,387355.7,WK7WS,
Katalytica Revenue,181,Revenue,10800.0,402045.6,WK7WS,
Karvin Kueen Revenue,181,Revenue,2210.0,404213.4,K3NN0,
Elite Couture Revenue,181,Revenue,37750.0,441828.0,YVK4E,
Elite Jewels Revenue,181,Revenue,60000.0,500669.5,CGCEK,
Traci Parker (Elite Jewels Daily Wage),181,Wage,-208.0,385787.8,CGCEK,
Subway Ride,181,SubwayRide,-3.0,387803.7,,
Subway Ride,181,SubwayRide,-3.0,387806.7,,
Purchase from IKA BOHAG,181,ItemPurchase,-400.0,387809.7,,
30 4th Avenue Rent,181,Rent,-85.7595,305541.2,,
59 3rd Street Rent,181,Rent,-75.99196,310673.2,,
1 5th Street Rent,181,Rent,-52.13275,310621.1,,
7 3rd Avenue Rent,181,Rent,-42.2027,323178.9,,
42 3rd Street Rent,181,Rent,-38.02306,305626.9,,
30 2nd Avenue Rent,181,Rent,-1158.506,359255.0,,
Marketing campaigns for Katar Spirits,181,Marketing,-500.0,403755.0,TJ27F,
5 8th Street Rent,181,Rent,-135.4097,324913.5,,
Marketing campaigns for Karvin Kueen,181,Marketing,-500.0,402755.0,K3NN0,
Taxi Ride,181,TaxiRide,-122.2918,388209.7,,
Interior Designer,181,InteriorDesigner,-1620.0,388332.0,,
Marketing campaigns for Katalytica,181,Marketing,-500.0,403255.0,WK7WS,
Interior Designer,181,InteriorDesigner,-4950.0,389952.0,,
Marketing campaigns for Elite Jewels,181,Marketing,-6500.0,394905.0,CGCEK,
Marketing campaigns for Elite Couture,181,Marketing,-1350.0,401405.0,YVK4E,
Subway Ride,181,SubwayRide,-3.0,394902.0,,
48 1st Street Rent,181,Rent,-12.32229,305665.0,,
Lara Norris (Warehouse #1 Daily Wage),182,Wage,-153.9,454994.9,,
Maria Willis (Karvin Kueen Daily Wage),182,Wage,-75.0,454919.9,K3NN0,
Olivia Cox (Katalytica Daily Wage),182,Wage,-432.0,454487.9,WK7WS,
Tristan Barker (Katalytica Daily Wage),182,Wage,-536.0,453951.9,WK7WS,
Oscar Evans (Katar Spirits Daily Wage),182,Wage,-46.0,453905.9,TJ27F,
Abbie Lopez (Katar Spirits Daily Wage),182,Wage,-224.0,453681.9,TJ27F,
Tommy Brooks (Katalytica Daily Wage),182,Wage,-44.0,455148.8,WK7WS,
Curtis Norris (Elite Jewels Daily Wage),182,Wage,-184.0,453497.9,CGCEK,
Lara Wright (Elite Couture Daily Wage),182,Wage,-232.0,452630.9,YVK4E,
Dominic Fisher (Elite Jewels Daily Wage),182,Wage,-184.0,453105.9,CGCEK,
Frederick Kelly (Elite Couture Daily Wage),182,Wage,-243.0,452862.9,YVK4E,
Elite Jewels Revenue,182,Revenue,60000.0,564524.6,CGCEK,
Lily Barton (Katalytica Daily Wage),182,Wage,-258.0,455192.8,WK7WS,
Katar Spirits Revenue,182,Revenue,3924.0,456418.8,TJ27F,
Katalytica Revenue,182,Revenue,10800.0,467090.7,WK7WS,
Karvin Kueen Revenue,182,Revenue,1020.0,468068.5,K3NN0,
Elite Couture Revenue,182,Revenue,37750.0,505683.1,YVK4E,
Traci Parker (Elite Jewels Daily Wage),182,Wage,-208.0,453289.9,CGCEK,
Recruitment Campaign,182,RecruitmentCampaign,-1500.0,455450.8,,
1 5th Street Rent,182,Rent,-52.13275,391245.6,,
Marketing campaigns for Elite Jewels,182,Marketing,-100.0,457200.8,CGCEK,
48 1st Street Rent,182,Rent,-12.32229,385089.5,,
42 3rd Street Rent,182,Rent,-38.02306,385051.4,,
Marketing campaigns for Elite Jewels,182,Marketing,-250.0,456950.8,CGCEK,
30 4th Avenue Rent,182,Rent,-85.7595,384965.7,,
7 3rd Avenue Rent,182,Rent,-42.2027,402003.4,,
5 8th Street Rent,182,Rent,-135.4097,404078.0,,
30 2nd Avenue Rent,182,Rent,-1158.506,440669.5,,
Delivery from BlueStone Imports,182,ImportDelivery,-26540.74,474128.7,,
59 3rd Street Rent,182,Rent,-75.99196,391297.7,,
Marketing campaigns for Katar Spirits,182,Marketing,-500.0,469150.8,TJ27F,
Marketing campaigns for Katalytica,182,Marketing,-500.0,468650.8,WK7WS,
Marketing campaigns for Karvin Kueen,182,Marketing,-500.0,468150.8,K3NN0,
Marketing campaigns for Elite Jewels,182,Marketing,-2500.0,457300.8,CGCEK,
Marketing campaigns for Elite Couture,182,Marketing,-1350.0,466800.8,YVK4E,
Delivery from United Ocean Import ,182,ImportDelivery,-4477.896,469650.8,,
Marketing campaigns for Elite Jewels,182,Marketing,-6500.0,460300.8,CGCEK,
Marketing campaigns for Elite Jewels,182,Marketing,-500.0,459800.8,CGCEK,
Oscar Evans (Katar Spirits Daily Wage),183,Wage,-46.0,488250.0,TJ27F,
Mollie Jenkins (KaraKata Holdings Daily Wage),183,Wage,-224.0,488296.0,,
Maya Turner (Karvin Kueen Daily Wage),183,Wage,-32.0,488520.0,K3NN0,
Lindsey Richardson (Elite Jewels Daily Wage),183,Wage,-275.0,488984.0,CGCEK,
Maria Willis (Karvin Kueen Daily Wage),183,Wage,-200.0,489259.0,K3NN0,
Grover Brown (KaraKata Holdings Daily Wage),183,Wage,-200.0,489459.0,,
Lara Norris (Warehouse #1 Daily Wage),183,Wage,-153.9,489659.0,,
Annabelle Stewart (Katar Spirits Daily Wage),183,Wage,-264.0,487986.0,TJ27F,
Olivia Cox (Katalytica Daily Wage),183,Wage,-432.0,488552.0,WK7WS,
Traci Parker (Elite Jewels Daily Wage),183,Wage,-78.0,487908.0,CGCEK,
Katie Ward (Elite Jewels Daily Wage),183,Wage,-192.0,486903.0,CGCEK,
Katherine Moss (Elite Jewels Daily Wage),183,Wage,-250.0,489812.9,CGCEK,
Lara Wright (Elite Couture Daily Wage),183,Wage,-232.0,487632.0,YVK4E,
Elite Jewels Revenue,183,Revenue,130000.0,661481.7,CGCEK,
Scarlett Davis (Elite Couture Daily Wage),183,Wage,-297.0,487335.0,YVK4E,
Christen Butler (Elite Jewels Daily Wage),183,Wage,-240.0,487095.0,CGCEK,
Katar Spirits Revenue,183,Revenue,3309.0,490075.9,TJ27F,
Katalytica Revenue,183,Revenue,5400.0,495347.8,WK7WS,
Karvin Kueen Revenue,183,Revenue,2720.0,498025.6,K3NN0,
Elite Couture Revenue,183,Revenue,34750.0,532640.2,YVK4E,
Douglas Collins (KaraKata Holdings Daily Wage),183,Wage,-44.0,487864.0,,
Merit Johnson (KaraKata Holdings Daily Wage),183,Wage,-224.0,490062.9,,
Marketing campaigns for Katar Spirits,183,Marketing,-500.0,564024.6,TJ27F,
Tommy Brooks (Katalytica Daily Wage),183,Wage,-44.0,490470.9,WK7WS,
48 1st Street Rent,183,Rent,-12.32229,452618.6,,
42 3rd Street Rent,183,Rent,-38.02306,452580.6,,
30 4th Avenue Rent,183,Rent,-85.7595,452494.8,,
59 3rd Street Rent,183,Rent,-75.99196,456342.8,,
1 5th Street Rent,183,Rent,-52.13275,456290.7,,
7 3rd Avenue Rent,183,Rent,-42.2027,467048.5,,
5 8th Street Rent,183,Rent,-135.4097,467933.1,,
30 2nd Avenue Rent,183,Rent,-1158.506,504524.6,,
Marketing campaigns for Katalytica,183,Marketing,-500.0,563524.6,WK7WS,
Christian Hall (KaraKata Holdings Daily Wage),183,Wage,-184.0,490286.9,,
Subway Ride,183,SubwayRide,-3.0,491562.9,,
Marketing campaigns for Elite Couture,183,Marketing,-1350.0,561674.6,YVK4E,
Marketing campaigns for Elite Jewels,183,Marketing,-9350.0,552324.6,CGCEK,
Bank negative interest rate,183,BankNegativeInterestRate,-60755.71,491568.9,,
Subway Ride,183,SubwayRide,-3.0,491565.9,,
Zoe Gomez (Elite Jewels Daily Wage),183,Wage,-256.0,490514.9,CGCEK,
Lily Barton (Katalytica Daily Wage),183,Wage,-344.0,490770.9,WK7WS,
Marketing campaigns for Karvin Kueen,183,Marketing,-500.0,563024.6,K3NN0,
Evie Jones (Katalytica Daily Wage),183,Wage,-448.0,491114.9,WK7WS,
Annabelle Stewart (Katar Spirits Daily Wage),184,Wage,-264.0,243645.1,TJ27F,
Oscar Evans (Katar Spirits Daily Wage),184,Wage,-46.0,243909.1,TJ27F,
Maya Turner (Karvin Kueen Daily Wage),184,Wage,-32.0,244179.1,K3NN0,
Douglas Collins (KaraKata Holdings Daily Wage),184,Wage,-44.0,243601.1,,
Olivia Cox (Katalytica Daily Wage),184,Wage,-432.0,244211.1,WK7WS,
Lindsey Richardson (Elite Jewels Daily Wage),184,Wage,-200.0,244643.1,CGCEK,
Maria Willis (Karvin Kueen Daily Wage),184,Wage,-200.0,244843.1,K3NN0,
Mollie Jenkins (KaraKata Holdings Daily Wage),184,Wage,-224.0,243955.1,,
Frederick Kelly (Elite Couture Daily Wage),184,Wage,-54.0,243547.1,YVK4E,
Christen Butler (Elite Jewels Daily Wage),184,Wage,-240.0,242727.1,CGCEK,
Lara Wright (Elite Couture Daily Wage),184,Wage,-232.0,243099.1,YVK4E,
Scarlett Davis (Elite Couture Daily Wage),184,Wage,-132.0,242967.1,YVK4E,
Grover Brown (KaraKata Holdings Daily Wage),184,Wage,-200.0,245043.1,,
Katie Ward (Elite Jewels Daily Wage),184,Wage,-256.0,242471.1,CGCEK,
Katar Spirits Revenue,184,Revenue,3213.0,245548.0,TJ27F,
Katalytica Revenue,184,Revenue,5400.0,250819.8,WK7WS,
Karvin Kueen Revenue,184,Revenue,2720.0,253497.6,K3NN0,
Elite Couture Revenue,184,Revenue,31750.0,285112.3,YVK4E,
Elite Jewels Revenue,184,Revenue,130000.0,413953.8,CGCEK,
Lilly Harris (Elite Couture Daily Wage),184,Wage,-216.0,243331.1,YVK4E,
Katherine Moss (Elite Jewels Daily Wage),184,Wage,-200.0,245397.0,CGCEK,
Lara Norris (Warehouse #1 Daily Wage),184,Wage,-153.9,245243.1,,
7 3rd Avenue Rent,184,Rent,-42.2027,495305.6,,
1 5th Street Rent,184,Rent,-52.13275,489947.8,,
30 4th Avenue Rent,184,Rent,-85.7595,486766.9,,
42 3rd Street Rent,184,Rent,-38.02306,486852.7,,
5 8th Street Rent,184,Rent,-135.4097,497890.2,,
30 2nd Avenue Rent,184,Rent,-1158.506,531481.7,,
48 1st Street Rent,184,Rent,-12.32229,486890.7,,
Merit Johnson (KaraKata Holdings Daily Wage),184,Wage,-224.0,245597.0,,
Marketing campaigns for Katar Spirits,184,Marketing,-500.0,258797.0,TJ27F,
Delivery from United Ocean Import ,184,ImportDelivery,-402184.7,259297.0,,
Marketing campaigns for Karvin Kueen,184,Marketing,-500.0,257797.0,K3NN0,
Marketing campaigns for Elite Couture,184,Marketing,-1350.0,256447.0,YVK4E,
Marketing campaigns for Elite Jewels,184,Marketing,-9350.0,247097.0,CGCEK,
Evie Jones (Katalytica Daily Wage),184,Wage,-448.0,246649.0,WK7WS,
Lily Barton (Katalytica Daily Wage),184,Wage,-344.0,246305.0,WK7WS,
Zoe Gomez (Elite Jewels Daily Wage),184,Wage,-256.0,246049.0,CGCEK,
Tommy Brooks (Katalytica Daily Wage),184,Wage,-44.0,246005.0,WK7WS,
Christian Hall (KaraKata Holdings Daily Wage),184,Wage,-184.0,245821.0,,
Marketing campaigns for Katalytica,184,Marketing,-500.0,258297.0,WK7WS,
59 3rd Street Rent,184,Rent,-75.99196,489999.9,,
Curtis Norris (Elite Jewels Daily Wage),185,Wage,-184.0,278842.1,CGCEK,
Annabelle Stewart (Katar Spirits Daily Wage),185,Wage,-264.0,279026.1,TJ27F,
Oscar Evans (Katar Spirits Daily Wage),185,Wage,-46.0,279290.1,TJ27F,
Maria Willis (Karvin Kueen Daily Wage),185,Wage,-200.0,280760.1,K3NN0,
Maya Turner (Karvin Kueen Daily Wage),185,Wage,-32.0,279560.1,K3NN0,
Tristan Barker (Katalytica Daily Wage),185,Wage,-536.0,279592.1,WK7WS,
Olivia Cox (Katalytica Daily Wage),185,Wage,-432.0,280128.1,WK7WS,
Douglas Collins (KaraKata Holdings Daily Wage),185,Wage,-44.0,278798.1,,
Lindsey Richardson (Elite Jewels Daily Wage),185,Wage,-200.0,280560.1,CGCEK,
Mollie Jenkins (KaraKata Holdings Daily Wage),185,Wage,-224.0,279336.1,,
Dominic Fisher (Elite Jewels Daily Wage),185,Wage,-184.0,278614.1,CGCEK,
Katie Ward (Elite Jewels Daily Wage),185,Wage,-256.0,277550.1,CGCEK,
Lilly Harris (Elite Couture Daily Wage),185,Wage,-216.0,278344.1,YVK4E,
Lara Wright (Elite Couture Daily Wage),185,Wage,-232.0,278112.1,YVK4E,
Scarlett Davis (Elite Couture Daily Wage),185,Wage,-66.0,278046.1,YVK4E,
Christen Butler (Elite Jewels Daily Wage),185,Wage,-240.0,277806.1,CGCEK,
Bradley Turner (Karvin Kueen Daily Wage),185,Wage,-240.0,277310.1,K3NN0,
Katar Spirits Revenue,185,Revenue,2973.0,280147.0,TJ27F,
Katalytica Revenue,185,Revenue,5400.0,285418.9,WK7WS,
Karvin Kueen Revenue,185,Revenue,3485.0,288861.7,K3NN0,
Elite Couture Revenue,185,Revenue,28750.0,317476.3,YVK4E,
Frederick Kelly (Elite Couture Daily Wage),185,Wage,-54.0,278560.1,YVK4E,
Elite Jewels Revenue,185,Revenue,112500.0,428817.8,CGCEK,
Lara Norris (Warehouse #1 Daily Wage),185,Wage,-153.9,281160.1,,
Merit Johnson (KaraKata Holdings Daily Wage),185,Wage,-224.0,281314.0,,
48 1st Street Rent,185,Rent,-12.32229,242458.7,,
42 3rd Street Rent,185,Rent,-38.02306,242420.7,,
Grover Brown (KaraKata Holdings Daily Wage),185,Wage,-200.0,280960.1,,
59 3rd Street Rent,185,Rent,-75.99196,245472.0,,
1 5th Street Rent,185,Rent,-52.13275,245419.8,,
7 3rd Avenue Rent,185,Rent,-42.2027,250777.6,,
5 8th Street Rent,185,Rent,-135.4097,253362.2,,
30 2nd Avenue Rent,185,Rent,-1158.506,283953.8,,
Marketing campaigns for Katar Spirits,185,Marketing,-500.0,413453.8,TJ27F,
Marketing campaigns for Katalytica,185,Marketing,-500.0,412953.8,WK7WS,
30 4th Avenue Rent,185,Rent,-85.7595,242335.0,,
Marketing campaigns for Elite Couture,185,Marketing,-1350.0,411103.8,YVK4E,
Marketing campaigns for Karvin Kueen,185,Marketing,-500.0,412453.8,K3NN0,
Christian Hall (KaraKata Holdings Daily Wage),185,Wage,-184.0,281538.0,,
Tommy Brooks (Katalytica Daily Wage),185,Wage,-44.0,281722.0,WK7WS,
Recruitment Campaign,185,RecruitmentCampaign,-500.0,282214.0,,
Evie Jones (Katalytica Daily Wage),185,Wage,-448.0,281766.0,WK7WS,
Tax Payment,185,TaxPayment,-119033.8,282717.0,,
Subway Ride,185,SubwayRide,-3.0,401750.8,,
Marketing campaigns for Elite Jewels,185,Marketing,-9350.0,401753.8,CGCEK,
Subway Ride,185,SubwayRide,-3.0,282714.0,,
Tristan Barker (Katalytica Daily Wage),186,Wage,-536.0,413995.9,WK7WS,
Maya Turner (Karvin Kueen Daily Wage),186,Wage,-32.0,413963.9,K3NN0,
Mollie Jenkins (KaraKata Holdings Daily Wage),186,Wage,-224.0,413739.9,,
Douglas Collins (KaraKata Holdings Daily Wage),186,Wage,-44.0,413211.9,,
Oscar Evans (Katar Spirits Daily Wage),186,Wage,-46.0,413693.9,TJ27F,
Annabelle Stewart (Katar Spirits Daily Wage),186,Wage,-198.0,413495.9,TJ27F,
Abbie Lopez (Katar Spirits Daily Wage),186,Wage,-56.0,413439.9,TJ27F,
Curtis Norris (Elite Jewels Daily Wage),186,Wage,-184.0,413255.9,CGCEK,
Dominic Fisher (Elite Jewels Daily Wage),186,Wage,-184.0,413027.9,CGCEK,
Katie Ward (Elite Jewels Daily Wage),186,Wage,-256.0,411952.9,CGCEK,
Lilly Harris (Elite Couture Daily Wage),186,Wage,-288.0,412712.9,YVK4E,
Scarlett Davis (Elite Couture Daily Wage),186,Wage,-264.0,412448.9,YVK4E,
Christen Butler (Elite Jewels Daily Wage),186,Wage,-240.0,412208.9,CGCEK,
Bradley Turner (Karvin Kueen Daily Wage),186,Wage,-240.0,411712.9,K3NN0,
Katar Spirits Revenue,186,Revenue,4506.0,416082.8,TJ27F,
Katalytica Revenue,186,Revenue,4500.0,420454.7,WK7WS,
Karvin Kueen Revenue,186,Revenue,4080.0,424492.5,K3NN0,
Elite Couture Revenue,186,Revenue,31750.0,456107.1,YVK4E,
Elite Jewels Revenue,186,Revenue,130000.0,584948.6,CGCEK,
Frederick Kelly (Elite Couture Daily Wage),186,Wage,-27.0,413000.9,YVK4E,
Olivia Cox (Katalytica Daily Wage),186,Wage,-432.0,414531.9,WK7WS,
Grover Brown (KaraKata Holdings Daily Wage),186,Wage,-200.0,415363.9,,
Maria Willis (Karvin Kueen Daily Wage),186,Wage,-200.0,415163.9,K3NN0,
48 1st Street Rent,186,Rent,-12.32229,277297.8,,
42 3rd Street Rent,186,Rent,-38.02306,277259.8,,
30 4th Avenue Rent,186,Rent,-85.7595,277174.0,,
59 3rd Street Rent,186,Rent,-75.99196,280071.0,,
Lindsey Richardson (Elite Jewels Daily Wage),186,Wage,-200.0,414963.9,CGCEK,
7 3rd Avenue Rent,186,Rent,-42.2027,285376.7,,
5 8th Street Rent,186,Rent,-135.4097,288726.3,,
30 2nd Avenue Rent,186,Rent,-1158.506,316317.8,,
Marketing campaigns for Katar Spirits,186,Marketing,-500.0,428317.8,TJ27F,
1 5th Street Rent,186,Rent,-52.13275,280018.9,,
Evie Jones (Katalytica Daily Wage),186,Wage,-448.0,416169.8,WK7WS,
Merit Johnson (KaraKata Holdings Daily Wage),186,Wage,-224.0,415717.8,,
Marketing campaigns for Katalytica,186,Marketing,-500.0,427817.8,WK7WS,
Christian Hall (KaraKata Holdings Daily Wage),186,Wage,-184.0,415941.8,,
Tommy Brooks (Katalytica Daily Wage),186,Wage,-44.0,416125.8,WK7WS,
Lara Norris (Warehouse #1 Daily Wage),186,Wage,-153.9,415563.9,,
Marketing campaigns for Elite Jewels,186,Marketing,-9350.0,416617.8,CGCEK,
Marketing campaigns for Elite Couture,186,Marketing,-1350.0,425967.8,YVK4E,
Marketing campaigns for Karvin Kueen,186,Marketing,-500.0,427317.8,K3NN0,
Mollie Jenkins (KaraKata Holdings Daily Wage),187,Wage,-224.0,570111.7,,
Oscar Evans (Katar Spirits Daily Wage),187,Wage,-46.0,570065.7,TJ27F,
Dominic Fisher (Elite Jewels Daily Wage),187,Wage,-368.0,569143.7,CGCEK,
Abbie Lopez (Katar Spirits Daily Wage),187,Wage,-224.0,569841.7,TJ27F,
Traci Parker (Elite Jewels Daily Wage),187,Wage,-286.0,569555.7,CGCEK,
Douglas Collins (KaraKata Holdings Daily Wage),187,Wage,-44.0,569511.7,,
Tristan Barker (Katalytica Daily Wage),187,Wage,-402.0,570367.7,WK7WS,
Maya Turner (Karvin Kueen Daily Wage),187,Wage,-32.0,570335.7,K3NN0,
Maria Willis (Karvin Kueen Daily Wage),187,Wage,-125.0,570769.7,K3NN0,
Scarlett Davis (Elite Couture Daily Wage),187,Wage,-264.0,568564.7,YVK4E,
Lilly Harris (Elite Couture Daily Wage),187,Wage,-288.0,568828.7,YVK4E,
Christen Butler (Elite Jewels Daily Wage),187,Wage,-240.0,568324.7,CGCEK,
Justin Mitchell (Karvin Kueen Daily Wage),187,Wage,-104.0,567980.7,K3NN0,
Katar Spirits Revenue,187,Revenue,4650.0,572494.6,TJ27F,
Katalytica Revenue,187,Revenue,3000.0,575366.5,WK7WS,
Karvin Kueen Revenue,187,Revenue,4420.0,579744.3,K3NN0,
Elite Couture Revenue,187,Revenue,37500.0,617108.9,YVK4E,
Elite Jewels Revenue,187,Revenue,137500.0,753450.4,CGCEK,
Frederick Kelly (Elite Couture Daily Wage),187,Wage,-27.0,569116.7,YVK4E,
Grover Brown (KaraKata Holdings Daily Wage),187,Wage,-200.0,570894.7,,
Bradley Turner (Karvin Kueen Daily Wage),187,Wage,-240.0,568084.7,K3NN0,
Merit Johnson (KaraKata Holdings Daily Wage),187,Wage,-224.0,571248.6,,
42 3rd Street Rent,187,Rent,-38.02306,411662.5,,
30 4th Avenue Rent,187,Rent,-85.7595,411576.8,,
59 3rd Street Rent,187,Rent,-75.99196,416006.8,,
1 5th Street Rent,187,Rent,-52.13275,415954.7,,
Lara Norris (Warehouse #1 Daily Wage),187,Wage,-153.9,571094.7,,
5 8th Street Rent,187,Rent,-135.4097,424357.1,,
30 2nd Avenue Rent,187,Rent,-1158.506,454948.6,,
Marketing campaigns for Katar Spirits,187,Marketing,-500.0,584448.6,TJ27F,
7 3rd Avenue Rent,187,Rent,-42.2027,420412.5,,
Marketing campaigns for Karvin Kueen,187,Marketing,-500.0,583448.6,K3NN0,
Christian Hall (KaraKata Holdings Daily Wage),187,Wage,-184.0,571472.6,,
Tommy Brooks (Katalytica Daily Wage),187,Wage,-44.0,571656.6,WK7WS,
Zoe Gomez (Elite Jewels Daily Wage),187,Wage,-256.0,571700.6,CGCEK,
Marketing campaigns for Katalytica,187,Marketing,-500.0,583948.6,WK7WS,
48 1st Street Rent,187,Rent,-12.32229,411700.6,,
Evie Jones (Katalytica Daily Wage),187,Wage,-448.0,572300.6,WK7WS,
Marketing campaigns for Elite Jewels,187,Marketing,-9350.0,572748.6,CGCEK,
Marketing campaigns for Elite Couture,187,Marketing,-1350.0,582098.6,YVK4E,
Lily Barton (Katalytica Daily Wage),187,Wage,-344.0,571956.6,WK7WS,
Olivia Cox (Katalytica Daily Wage),188,Wage,-432.0,739872.5,WK7WS,
Oscar Evans (Katar Spirits Daily Wage),188,Wage,-46.0,739826.5,TJ27F,
Lilly Harris (Elite Couture Daily Wage),188,Wage,-72.0,738922.5,YVK4E,
Curtis Norris (Elite Jewels Daily Wage),188,Wage,-184.0,739418.5,CGCEK,
Traci Parker (Elite Jewels Daily Wage),188,Wage,-208.0,739210.5,CGCEK,
Frederick Kelly (Elite Couture Daily Wage),188,Wage,-216.0,738994.5,YVK4E,
Abbie Lopez (Katar Spirits Daily Wage),188,Wage,-224.0,739602.5,TJ27F,
Karvin Kueen Revenue,188,Revenue,5780.0,756935.1,K3NN0,
Bradley Turner (Karvin Kueen Daily Wage),188,Wage,-180.0,738510.5,K3NN0,
Justin Mitchell (Karvin Kueen Daily Wage),188,Wage,-208.0,738302.5,K3NN0,
Katar Spirits Revenue,188,Revenue,6159.0,744325.4,TJ27F,
Katalytica Revenue,188,Revenue,7000.0,751197.3,WK7WS,
Maria Willis (Karvin Kueen Daily Wage),188,Wage,-100.0,740304.5,K3NN0,
Elite Couture Revenue,188,Revenue,45000.0,801799.7,YVK4E,
Elite Jewels Revenue,188,Revenue,67500.0,868141.2,CGCEK,
Lara Wright (Elite Couture Daily Wage),188,Wage,-232.0,738690.5,YVK4E,
Lara Norris (Warehouse #1 Daily Wage),188,Wage,-153.9,740404.5,,
Tommy Brooks (Katalytica Daily Wage),188,Wage,-44.0,740758.4,WK7WS,
48 1st Street Rent,188,Rent,-12.32229,567968.4,,
1 5th Street Rent,188,Rent,-52.13275,572366.5,,
30 4th Avenue Rent,188,Rent,-85.7595,567844.6,,
42 3rd Street Rent,188,Rent,-38.02306,567930.4,,
7 3rd Avenue Rent,188,Rent,-42.2027,575324.3,,
5 8th Street Rent,188,Rent,-135.4097,579608.9,,
59 3rd Street Rent,188,Rent,-75.99196,572418.6,,
30 2nd Avenue Rent,188,Rent,-1158.506,615950.4,,
Marketing campaigns for Katar Spirits,188,Marketing,-500.0,752950.4,TJ27F,
Marketing campaigns for Katalytica,188,Marketing,-500.0,752450.4,WK7WS,
Marketing campaigns for Karvin Kueen,188,Marketing,-500.0,751950.4,K3NN0,
Marketing campaigns for Elite Couture,188,Marketing,-1350.0,750600.4,YVK4E,
Marketing campaigns for Elite Jewels,188,Marketing,-9350.0,741250.4,CGCEK,
Evie Jones (Katalytica Daily Wage),188,Wage,-448.0,740802.4,WK7WS,
Katherine Moss (Elite Jewels Daily Wage),188,Wage,-200.0,740558.4,CGCEK,
Curtis Norris (Elite Jewels Daily Wage),189,Wage,-138.0,848942.1,CGCEK,
Traci Parker (Elite Jewels Daily Wage),189,Wage,-234.0,848708.1,CGCEK,
